Video Id,Publish Date,Channel Id,Video Title,Video Description,Channel Title,Video Tags,Default Audio Language,Video Views,Video Likes,Favorite Count,Comment Count,Channel Country,Query,Caption Saved
qugduxazBBg,2019-10-16T18:09:51Z,UC3ScyryU9Oy9Wse3a8OAmYQ,Duterte's Drug War (full documentary) | FRONTLINE,"""On the President's Orders"" - A searing, on-the-ground look at President Rodrigo Duterte's deadly campaign against suspected drug dealers and users in the Philippines.

""On the President's Orders"" is told with unprecedented access to the police themselves. It offers a gripping, visually stunning window into the war on drugs — those carrying it out, and those most impacted by it.

This journalism is made possible by viewers like you. Support your local PBS station here: http://www.pbs.org/donate

Love FRONTLINE? Find us on the PBS Video App where there are more than 250 FRONTLINE films available for you to watch any time: https://to.pbs.org/FLVideoApp
 
Subscribe on YouTube: http://bit.ly/1BycsJW

#OnThePresidentsOrders #Duterte #DrugWars

Instagram: https://www.instagram.com/frontlinepbs
Twitter: https://twitter.com/frontlinepbs
Facebook: https://www.facebook.com/frontline

FRONTLINE is streaming more than 200 documentaries online, for free, here: http://to.pbs.org/hxRvQP 

Funding for FRONTLINE is provided through the support of PBS viewers and by the Corporation for Public Broadcasting. Major funding for FRONTLINE is provided by the John D. and Catherine T. MacArthur Foundation and the Ford Foundation. Additional funding is provided by the Abrams Foundation, the Park Foundation, The John and Helen Glessner Family Trust, and the FRONTLINE Journalism Fund with major support from Jon and Jo Ann Hagler on behalf of the Jon L. Hagler Foundation.",FRONTLINE PBS | Official,"['rodrigo duterte', 'duterte drug war', 'duterte documentary', 'duterte pbs documentary', 'frontline duterte documentary', ""on the presiden'ts orders"", 'philipinnes drug war', 'drug dealer murders', 'duterte philippines', 'manila philippines', 'manila drug wars', 'manila drug war documentary', 'drug war documentary', 'drugs documentary']",en,6982201,72864,0,19178,US,"American React Filipino,First time Philippines,Foreigner living in the Philippines,Foreigner reacts to Filipinos,Foreigner speaks Filipino,Foreigner travels to Philippines,Foreigner tries Filipino food,Korean React Filipino,Love Filipino,React to Filipinos,React to PH,React to Philippines,React to Pinoy,Top Filipino,Top Philippines,Try Filipino Food,Try Filipino Food,Trying Filipino,Trying PH,Trying Philippines,Visit Filipino,Visit PH,Visit Philippines",Yes
JQpjfWV_p6E,2021-03-13T00:00:12Z,UC3ScyryU9Oy9Wse3a8OAmYQ,A Thousand Cuts (full documentary) | FRONTLINE,"How Maria Ressa, who would go on to win a Nobel Peace Prize, became a prime target of Philippine President Rodrigo Duterte’s war on the press. A 90-minute documentary.
 
This journalism is made possible by viewers like you. Support your local PBS station here: http://www.pbs.org/donate
 
What happens to democracy when press freedom is threatened and disinformation flourishes on social media? In “A Thousand Cuts,” award-winning filmmaker Ramona Diaz tells the story of President Duterte’s crackdown on the press, his pursuit of Ressa and her colleagues, the role of online disinformation, and the implications for democracy.

In the wake of the debut of “A Thousand Cuts” at the 2020 Sundance Film Festival, The New York Times called it “absorbing” (Critic’s Pick); The Washington Post said it is “utterly urgent”; and The Hollywood Reporter described it as “essential.” 

Christiane Amanpour, Maria Ressa & Ramona Diaz in Conversation About “A Thousand Cuts”: https://youtu.be/iiK2fQeSPdA

“A Thousand Cuts” is a Concordia Studio, Motto Pictures, and CineDiaz production, developed in association with Topic for GBH/FRONTLINE. The executive producers are Laurene Powell Jobs, Davis Guggenheim, Jonathan Silberberg, Nicole Stott, Raney Aronson-Rath, David J. Cornfield and Linda A. Cornfield. Edited by Leah Marino. The producers are Julie Goldman, Christopher Clements and Carolyn Hepburn. Produced by Ramona S. Diaz and Leah Marino. Written and directed by Ramona S. Diaz.

#AThousandCuts #MariaRessa #PressFreedom
 
Love FRONTLINE? Find us on the PBS Video App where there are more than 300 FRONTLINE documentaries available for you to watch any time: https://to.pbs.org/FLVideoApp
 
Subscribe on YouTube: http://bit.ly/1BycsJW
Instagram: https://www.instagram.com/frontlinepbs
Twitter: https://twitter.com/frontlinepbs
Facebook: https://www.facebook.com/frontline
 
Funding for FRONTLINE is provided through the support of PBS viewers and by the Corporation for Public Broadcasting. Major funding for FRONTLINE is provided by the John D. and Catherine T. MacArthur Foundation and the Ford Foundation. Additional funding is provided by the Abrams Foundation; Park Foundation; the Heising-Simons Foundation; the FRONTLINE Journalism Fund with major support from Jon and Jo Ann Hagler on behalf of the Jon L. Hagler Foundation; and Koo and Patricia Yuen. ""A Thousand Cuts"" original production funding provided by Cinereach, Catapult Film Fund, Sundance Institute, and International Documentary Association (IDA).",FRONTLINE PBS | Official,"['maria ressa', 'maria ressa peace prize', 'nobel peace prize', 'nobel peace prize winner ressa', 'rodrigo duterte', 'duterte documentary', 'maria ressa documentary', 'rappler documentary', 'rappler maria ressa', 'philippines drug war', 'drug war documentary', 'philippines duterte']",en,1329059,26694,0,0,US,"Foreigner speaks Filipino,Top Filipino,Trying PH,Trying Philippines",Yes
BboemeR1PcA,2017-10-06T20:51:08Z,UC510QYlOlKNyhy_zdQxnGYw,The WWII Japanese Soldier Who Didn’t Surrender Until 1974,"The first 200 people to use this link will get a 2 month free trial of Skillshare: http://skl.sh/simplehistory

Strange Stories of WWII
Hiroo Onoda was a Japanese intelligence officer in the Imperial Japanese Army, who refused to surrender until decades after World War II had ended. 


Please consider supporting our videos on Patreon

https://www.patreon.com/simplehistory

SIMPLE HISTORY MERCHANDISE 

Get your copy of Simple History: World War II today! (Top Seller!)

https://www.amazon.com/Simple-History-simple-guide-World/dp/1505922410/

T-Shirts

https://www.zazzle.com/simplehistory/gifts?cg=196817456987349853

Simple history gives you the facts, simple!

See the book collection here:

Amazon USA

http://www.amazon.com/Daniel-Turner/e/B00H5TYLAE/


Amazon UK
http://www.amazon.co.uk/Daniel-Turner/e/B00H5TYLAE/

http://www.simplehistory.co.uk/

https://www.facebook.com/Simple-History-549437675141192/

https://twitter.com/simple_guides


Credit:

Narrator:

Chris Kane
www.vocalforge.com

Animation:
Daniel Turner

Artwork:
Daniel Turner

Music Credit

'Asian Drums, - Vadodara', 'Finding Movement',  'Prelude and Action' by Kevin MacLeod is licensed under a Creative Commons Attribution licence (https://creativecommons.org/licenses/by/4.0/)
Source: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100396
Artist: http://incompetech.com/


The Voyage by Audionautix is licensed under a Creative Commons Attribution licence (https://creativecommons.org/licenses/by/4.0/)
Artist: http://audionautix.com/",Simple History,"['The Japanese Soldier who didn’t surrender until 1974', 'Hiroo Onoda', 'japan', 'holdouts', 'pacific theatre', 'simple history', 'Zanryū nipponhei', 'Lubang Island', 'Philippines', '1944', '1974', 'Major Yoshimi Taniguchi', 'US forces', 'Private Yūichi Akatsu', 'Corporal Shōichi Shimada', 'Private First Class Kinshichi Kozuka', 'General Tomoyuki Yamashita', 'strange stories', 'strange stories of wwii', 'Japanese intelligence office']",en-US,5079442,91475,0,6079,US,Japanese React Filipino,Yes
FUMnwUjs0BI,2017-04-27T19:31:29Z,UCn8zNIfYAQNdrFRrr8oibKw,The Chinese Expat Running an Underground Gun School,"Firearms are illegal in China, but that hasn't stopped gun enthusiasts from trying to get their hands on a loaded weapon. 

Many end up trekking to the Philippines to meet an ex-military man who teaches tourists gun safety—training them to fire at a target in any situation with deadly accuracy.

Click here to subscribe to VICE: http://bit.ly/Subscribe-to-VICE

Check out our full video catalog: http://bit.ly/VICE-Videos
Videos, daily editorial and more: http://vice.com
More videos from the VICE network: https://www.fb.com/vicevideo
Like VICE on Facebook: http://fb.com/vice
Follow VICE on Twitter: http://twitter.com/vice
Read our Tumblr: http://vicemag.tumblr.com
Follow us on Instagram: http://instagram.com/vice
Check out our Pinterest: https://pinterest.com/vicemag
Download VICE on iOS: http://apple.co/28Vgmqz
Download VICE on Android: http://bit.ly/28S8Et0",VICE,"['documentary', 'documentaries', 'interview', 'interviews', 'culture', 'wild', 'lifestyle', 'world', 'exclusive', 'independent', 'underground', 'videos', 'funny', 'funny videos', 'journalism', 'vice guide', 'vice presents', 'vice news', 'vbs.tv', 'vice.com', 'vice', 'vice magazine', 'vice mag', 'vice videos', 'gun', 'firearm', 'china', 'international', 'asian', 'philippines', 'military', 'gun safety', 'protection', 'illegal', 'chinese', 'weapons', 'deadly', 'accuracy', 'target practice']",zh-CN,970355,6065,0,931,US,"Korean React Filipino,React to Pinoy",Yes
WxudL917gkA,2021-03-02T18:00:14Z,UCHJuQZuzapBh-CuhRYxIZrg,Kali Knife Expert Rates 11 Kali Knife Fights In Movies And TV | How Real Is It?,"Kali weapons expert Jamie Yancovitz reacts to 11 fight scenes featuring traditional Filipino knives and stick weapons and rates them based on their technical accuracy.

Yancovitz rates knife fights in Hollywood movies, from ""Quantum of Solace"" (2008) to ""Mission: Impossible – Rogue Nation"" (2015), ""Extraction"" (2020), ""The Book of Eli"" (2010), ""Kick-Ass"" (2010), and ""Captain America: The Winter Soldier"" (2014). She also looks at improvised-weapon scenes in ""The Bourne Identity"" (2002) and ""Kill Bill: Vol. 1"" (2003) and rates the technique of baton and stick fighting in ""Taken 2"" (2012), ""Ballistic: Ecks vs. Sever"" (2002), and ""Arrow"" (2012-2020).

Survival Arts Academy was established in Bacolod, Philippines, to protect womxn and girls against sexual assault and all forms of violence. The academy uses the art of Pekiti-Tirsia Kali and is based on the teachings of renowned Kali master Grand Tuhon Leo T. Gaje Jr. The close-quarters-combat system specializes in edged- and impact-weapon control dynamics, from ancient warfare to modern weaponry.

The academy trains over 300 students a year and has courses in Los Angeles, the San Francisco Bay area, and New York City. For more information, visit https://survivalarts.org/.

Anyone affected by abuse and in need of support can contact the National Domestic Violence Hotline at 1-800-799-SAFE (7233). Advocates are available 24/7 and additionally reachable by texting LOVEIS to 1-866-331-9474 or via live chat on thehotline.org 

MORE HOW REAL IS IT VIDEOS:
Medieval Weapons Expert Rates 7 More Weapons Scenes In Movies And TV | How Real Is It?
https://www.youtube.com/watch?v=y3h5OlgoSc4
Sword Master Rates 10 More Sword Fights In Movies And TV | How Real Is It?
https://www.youtube.com/watch?v=0edTDUQfqys
Ex-CIA Agent Rates 11 CIA Spy Scenes In Movies And TV | How Real Is It?
https://www.youtube.com/watch?v=SuSQ0HB8vOs

------------------------------------------------------

#Weapons #Fights #Insider

Insider is great journalism about what passionate people actually want to know. That’s everything from news to food, celebrity to science, politics to sports and all the rest. It’s smart. It’s fearless. It’s fun. We push the boundaries of digital storytelling. Our mission is to inform and inspire. 

Subscribe to our channel and visit us at: https://www.insider.com
Insider on Facebook: https://www.facebook.com/insider/
Insider on Instagram: https://www.instagram.com/insider/
Insider on Twitter: https://twitter.com/thisisinsider
Insider on Snapchat: https://www.snapchat.com/discover/Insider/4020934530
Insider on Amazon Prime: https://www.amazon.com/v/thisisinsider
Insider on TikTok: https://www.tiktok.com/@insider
Insider on Dailymotion: https://www.dailymotion.com/INSIDER

Kali Knife Expert Rates 11 Kali Knife Fights In Movies And TV | How Real Is It?",Insider,"['Insider', 'Captain America', 'Kill Bill', 'Weapons', 'Master', 'Expert', 'Expert Review', 'How Real Is It?', 'Movies', 'Film', 'James Bond', 'Jason Bourne', 'Marvel', 'Avengers', 'Kali Knife', 'Knife', 'Fight', 'Netflix', 'Disney', 'Training', 'Taken', 'Philippines', 'Los Angeles', 'New York', 'Nicolas Cage']",en,1775278,44844,0,3400,US,"American React Filipino,Foreigner React Filipino,Foreigner reacts to Filipinos,Foreigner speaks Filipino,Foreigner speaks Filipino,Foreigner tries Filipino food,React to Filipinos,React to Philippines,React to Pinoy",Yes
NTh5laTZJu0,2023-02-28T04:00:09Z,UCYuOZy_oPeZL_1BdHxf-Y2Q,Filipino Family Assaulted by White Man at McDonald’s | Sala Talks Unfiltered,"In May 2022, the Roque family was waiting in the drive-through line of a McDonald's when they were verbally and physically assaulted by Nicholas Weber (32, white). Nerissa and Gabriel Roque sustained multiple injuries from the incident,  including a broken rib. Weber was charged with felony battery causing serious bodily injury for the attack on Gabriel Roque and felony battery for the attack on Nerissa Roque. Both counts carried hate crime enhancements.
Months after seeking support from government entities, the family hasn’t received any victim compensation or material support.
A date for the preliminary hearing has finally been set after being pushed back constantly for months. If there is no date set, the case would get dismissed; which is why we need to #PackTheCourtroom on this day to pressure the courts to choose a date. 

Monday, March 6, 2023
Time: 8:30am
Van Nuys Courthouse West
14400 Erwin Street Mall
Van Nuys, CA 91401

Asian Hate is on trial in the courts - if this case is dismissed, considering there is a video of the entire incident, this could set a precedent that would not only impact Filipino Americans but Asian Americans. If you can’t support the Roques with your physical presence, consider donating to the #JusticeforRoques campaign at https://bit.ly/justiceforroque1D .

#StopAsianHate #OneDown

0:00: Filipino Family Attacked in North Hollywood McDonald’s Drive Thru
0:16: Nerissa and Patricia Roque recount escalation of assault
1:00: Video of Assault of Filipino Family
3:20: Police and Hospital staff delayed care
4:39: Navigating life in America after Anti-Asian attack 
6:40: Government tries to sway Roques to settle
7:24: Community organizations speaking up
8:51: How you can support the case

One Down is also on Kumu! Follow us on the app as we stream most days and feature some of the most promising work and creators coming out of the Filipino community:
Click here to download and follow: https://app.kumu.ph/onedown-yt

Follow us on Social Media!
https://www.facebook.com/onedwnmedia
https://www.instagram.com/onedwnmedia
https://www.tiktok.com/@onedownmedia
https://app.kumu.ph/onedown-yt
https://onedown.media/shop

Check us out online!
https://onedown.media/

Want to work with us?
Contact us at sarah@one-down.com 

If you care about this work and content, please consider joining our Patreon! https://www.patreon.com/onedwnmedia

Thank you to our team for bringing this project to life:
Director: Marc Mariano
Producer: Sarah Albea
Associative Producers: Eugene Luna and Reese Leyva
Editor: Millaine Matinong
Dir. of Photography: Emil Velasco
2nd Camera Operator: Nick Watase
B-Roll Footage: SIKLAB, Liwanag Documentary
Production Assistants: Sahrang Han, Elle Lavin, and Jeffrey Caluag
SEO Strategist: Manna Dellota
Production Team: Marie Balbuena, CJ Dominguiano, and Millaine Matinong
Design Team: Cyrille Calderon, Keziah Dela Cruz, Paolo Valbuena, and Reyn Ramirez
Featuring: Maria Nerissa Roque, Patricia Roque, Gabriel Roque, Patrick Roque, Melyka Sucaldito

One Down is committed to creating a sustainable platform for original and groundbreaking content that showcases our culture, contextualizes Filipino American narratives, and prompts dialogue surrounding the diverse experiences, identities, and talents that are often overlooked, suppressed, or erased; engaging with and building connections between community members both online and in the Greater Los Angeles area; working with established professionals to create avenues for the next generation of Filipino movers to advance in careers across the entertainment industry.",One Down,"['Hate crime filipino', 'filipino family assaulted', 'anti asian hate', 'roque family', 'justice for roque', 'filipino family attacked', 'Filipino family mcdonalds', 'justice for roque campaign', 'stop asian hate', 'anti asian hate crime', 'aapi hate crime', 'filipino', 'hard conversations', 'opening up', 'filipino family hate crime california', 'one down', 'one down media', 'filipino american', 'philippines']",en-US,192180,2970,0,1206,US,Foreigner speaks Filipino,Yes
TN7lweGEmuk,2023-08-31T09:00:08Z,UCLvnKTwSZEnCbTHNnqiivRQ,Life After WAR in the Philippines (Marawi) 🇵🇭,"Today we walk through the war torn city of Marawi, Philippines. In 2017 ISIS attacked the city of Marawi in order to expand their influence in Southeast Asia. The tragic ISIS siege destroyed the entire city, lives were lost and people lost hope and trust. Now we are going on an emotional journey to see how this city is transforming, from ruins to a university city, embracing its past and looking towards the future. We are going to listen to Marawi war survivors stories, highlighting the importance of compassion, community and strength.

Thanks to Yusuph and his friends for your wonderful hospitality.

Help the community efforts:
Drop us a mail at dodoexplorersblog@gmail.com and we will guide you with step by step instructions. All donations will be collected and sent to our local contact in Marawi, helping them with local community projects.

*TIMESTAMPS*
00:00 Marawi Siege story
02:53 Going into Marawi
07:01 Bullet marks 
13:58 Why Marawi
18:52 War survivors story
22:54: Locals guide us to food
26:25 Bin Laden and his friends
30:31 Lato Lato
31:13 Eating Pastil in Marawi
33:57 ISIS is written everywhere
36:15 Local ladies at the school
38:31 Philippines Army and friendly locals
29:29 Investment in Marawi
42:21 War survivors camp tour
48:14 Life goes on after war

SUBSCRIBE to help us reach our next milestone ❤️
https://youtube.com/c/dodoexplorers

SUPPORT❤️
If you like our Content you can Support us with a cup of coffee: 
☕ https://ko-fi.com/dodoexplorers

Join this channel to get access to perks and to our private chat:
https://www.youtube.com/channel/UCLvnKTwSZEnCbTHNnqiivRQ/join

FOLLOW US❤️
Instagram:
https://instagram.com/dodoexplorers
Facebook:
https://facebook.com/dodoexplorers
Twitter:
https://twitter.com/dodoexplorers
Tik-Tok:
https://www.tiktok.com/@dodoexplorers
Pinterest:
https://ro.pinterest.com/dodoexplorers

DODOEXPLORERS BLOG:
https://www.dodoexplorers.com

Use this code QUICK5947 for a 3% discount when your place your electronics order on the Quickmobile website:
https://quickmobile.ro
https://quickmobileshop.com

Thank you Quickmobile for supporting us getting the gear we shot the video with!

CONTACT:
dodoexplorersblog@gmail.com

#marawicity #philippinestravel #mindanao",Dodo Explorers,"['dodoexplorers', 'dodoexplorers philippines', 'dodoexplorers marawi', 'marawi city', 'marawi airstrike', 'marawi seige', 'mindanao', 'isis', 'isis in southeast asia', 'isis in ph', 'isis in mindanao', 'zamboanga', 'philippines', 'philippines travel vlog', 'philippine news', 'abandoned city in philippines', 'filipino special forces', 'isis marawi', 'marawi', 'interviews', 'isis militias', 'rodrigo duterte', 'duterte', 'urban warfare', 'malawi', 'filipino', 'daesh', 'phillipines', 'violence', 'war and conflict', 'war on drugs', 'terror', 'documentary', 'news']",en,82432,2118,0,254,RO,Foreigner impressions of the Philippines,Yes
1-4pxMY9rq8,2023-10-23T22:14:39Z,UCYmFKw7swKPJiaMloRmptHw,"The Philippines: Threatened By China, The Country Is Moving Closer to the U.S.","Located near Taiwan and bordering the South China Sea, the Philippines has found itself surrounded by growing threats from China. For help pushing back on Beijing, officials are racing to strengthen ties with the United States, a mutual defense treaty partner that has its own strategic interests in the region. 

On the heels of a major military base deal between Manila and Washington, I traveled to the Philippines to observe Army exercises and learn why the country is becoming more and more important on the world stage.

0:00 Rising tensions between the Philippines and China 
0:46 Why the Philippines is in the middle of the U.S.-China superpower competition 
3:31 Why Pacific powers like Australia and Japan are strengthening ties with Manila 
5:24 The challenges the Philippines is facing at home 

I’m Shelby Holliday, a reporter for WSJ. Subscribe to join me as I explain some of today's most pressing geopolitical events, from superpower showdowns and conflicts to supply chain snarls and natural resource struggles.

#Philippines #China #WSJ",Shelby Holliday | WSJ,"['philippines', 'philippines news', 'china', 'china news', 'philippines china relations', 'philippines china conflict', 'south china sea', 'south china sea dispute', 'u.s. china relations', 'u.s. philippines exercise', 'military exercise', 'joint military exercises philippines', 'counter china', 'beijing', 'manila', 'military base deal', 'military presence', 'global shipping lane', 'stingers', 'patriots', 'himars', 'Rodrigo Duterte', 'australia', 'japan', 'south korea', 'tension in the pacific', '9 dash line', 'philippine economy', 'wonews']",en,1022921,8148,0,2083,US,"American React Filipino,Japanese React Filipino,React to Filipinos,React to Philippines,React to Pinoy,Trying PH,Visit PH",Yes
Dl8-_rRDfgE,2023-10-24T23:07:59Z,UCYmFKw7swKPJiaMloRmptHw,Why #China doesn’t want the #Philippines to resupply this old WW2 ship #shorts,,Shelby Holliday | WSJ,"['philippines', 'philippines news', 'china', 'china news', 'philippines china relations', 'philippines china conflict', 'south china sea', 'south china sea dispute', 'u.s. china relations', 'u.s. philippines exercise', 'military exercise', 'joint military exercises philippines', 'beijing', 'manila', 'military presence', 'Rodrigo Duterte', 'tension in the pacific', '9 dash line', 'philippine economy', 'WWII', 'ww2', 'chinese ship', 'philippine boat', 'Sierra Madre', 'second thomas shoal', 'UN convention of the sea', 'Manila', 'wonews']",en,3035484,138968,0,3257,US,Visit PH,Yes
gXm5OrH8lAA,2019-04-24T02:59:54Z,UCKd9gq6eJCV7j5FO75q2_Fg,Is THANOS Actually From The Philippines?,"What do Thanos and the Infinity Stones have in common with the Philippines? Watch to find out! With the release of Avengers: Endgame this year, I wanted to make a video about the final scene of Infinity War from last year which gave a glimpse of the Philippines rice terraces and how it connects Thanos, his home planet and his backstory to those of Filipinos and the Philippines!

If you are watching this, what other connections have you noticed to the Philippines and have you bought your tickets to watch Avengers: Endgame? Let me know!

FOLLOW ME ON SOCIAL MEDIA!
🎥 YOUTUBE: http://youtube.com/frankbernard
💰 PATREON: http://patreon.com/frankbernard
📸 INSTAGRAM: http://instagram.com/frankbernard
👻 SNAPCHAT: http://snapchat.com/add/frankbernard
🐦 TWITTER: http://twitter.com/frank_bernard
✏️ TUMBLR: http://frankbernard.tumblr.com
🎮 TWITCH: http://twitch.tv/frankbernard
➕ GOOGLE PLUS: http://plus.google.com/+frankbernard

📧 FOR BUSINESS and/or COLLABORATION: FrankBernardTV@gmail.com

PLEASE LIKE, COMMENT, SHARE, AND SUBSCRIBE!

All footage and images relating to the Avengers or Marvel franchise belong to Marvel. They are only used to illustrate the topic of the video for educational purposes. Images of the Igurot people and other native Filipinos were found on Google and are used under fair use. I own nothing! 

""Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.""

♪ ""The Avengers Theme Song Different Remake"" ♫
https://www.youtube.com/watch?v=hDGbRuLjhOw

End Screen Music: ♪ DJ Quads - Hello ♫

(CURRENT SUB COUNT: 18,227 subscribers)",Frank,"['avengers endgame', 'avengers endgame philippines', 'avengers philippines', 'avengers endgame review', 'endgame', 'avengers theory', 'endgame theory', 'avengers infinity war', 'avengers', 'filipino marvel', 'banaue rice terraces', 'thanos philippines', 'thanos rice terraces', 'thanos duterte', 'captain marvel', 'avengers endgame movie', 'avengers endgame premiere', 'avengers filipino', 'marvel philippines', 'endgame trailer', 'avengers endgame theory', 'infinity war', 'iron man', 'frank bernard']",en,11130,355,0,77,US,Trying Philippines,Yes
o_eKAIxHJ7o,2018-05-26T12:07:44Z,UCPNBc7ZRwmgk1I6j_lenAfw,AN AMERICAN EXPAT KILLED IN SILAY CITY PHILIPPINES,"Eric Hendrickson got up and left the bar. Eric Hendrickson was shot several times on the left side of the head and fatally wounded.
Eric was rushed to the hospital immediately and was pronounced dead on arrival.  And so a tragic story we have an American expat coming to bring home an adopted son.

Shotdown outside of a bar.  So his wife Vicky heard the news and she was upset, took it very very hard.  But she still wants to proceed with the adoption of Jeremiah.

This is a continuation of our series on Crime in the Philippines  So today we’re talking about the case of Eric Hendrickson.

Eric was a 57-year-old American. He was born and raised in the midwest.

Eric grew up and had a successful career in business.
He married a Filipina.

His wife name was Vicky and they've been married over 20 years. They had no children and Vicky was from Silay City Negros Occidental area.

Eric and Vicky went home one time.  For a visit and they met a young boy. They fell in love with him.  His name was  Jeremiah.   
.
So their goal that point forward was to adopt Jeremih and bring him back to the United States to live.

Eric was so excited he left his job and went to the Philippines to begin paperwork to bring Jeremiah back to the United States.

Vicky stayed behind in Iowa.  And it was a very peaceful and happy time for the family.

So as time went on Eric got news from the adoption authorities.

That he would be able to bring Jeremiah home in March.

Because paperwork was a little bit delayed but he was happy about it,

After a long day, you went to a bar and ordered a beer.  He that down was enjoying his beer and all of a sudden, two guys, two Filipinos come in.

And they interrupted him and said hey, buy us a beer..  Eric was taken aback.  He was like wait a minute guys, I don’t know you and you want me to buy you a beer? No, I’m not going to do it.

I’m sorry I’m not. I don’t know you guys.

So the Filipinos became very irate and disgruntled about it.  And so they started talking and cussing Eric out in their native tongue.  And Eric knew the language.  His wife had taught him the language. 

So he knew exactly what they were saying.  And he knew exactly what they were talking about.

They were calling him all sorts of names, all sorts of names under the sun.

So Eric retaliated with some words of his own.  And they had a very heated discussion,

So Eric’s niece Ms. Nemec started a GOFUNDME account.  They need about $15,000 dollars, to bring Jeremiah to Vicky in the United States. And also to bring the body of Eric back to Iowa to be buried,.and proceed with the adoption of Jeremiah as well.

So for those of you that are interested in donating, that would be a good thing to do.  Here is the link to the GOFUNDME account https://www.gofundme.com/ErikHendrickson

So the moral of this story, what can we learn from it?  Basically, as I’ve repeated over and over in many of these crime videos.    

When we cause a Filipino to lose face,  The situation can become very volatile.  Anything can happen.  

Now the two men were a 40-year-old Filipino and his 18-year-old nephew and they were apprehended very very quickly.

They’re in jail.  They’re in custody and they’re going to be prosecuted to the fullest extent of the law.  

I want to know your thoughts. Put them in the comments section of this video.  

An American expat  killed in Silay City Philippines 

Question of the day.  What are your thoughts on this story as it relates to violence.? What kind of violence have you seen in the Philippines?
I want to know your thoughts. Put them in the comments section of this video.  And remember to like share and subscribe.

Subscribe to our channel here: https://goo.gl/Wto46s

***AFFILIATE LINKS***
Tube Buddy - an Awesome time-saver for Vloggers
https://www.tubebuddy.com/BobbieDYotubeLifeInPhil

USI-Tech - Cryptocurrency Mining
https://1651a948.usi-tech.info/

Swiss Global Gold - Cryptocurrency Mining
https://bit.ly/2BVJKLQ

***DISCLAIMER--- If you sign up with any of the links above, I make a small commission.  I use these companies.

***SOCIAL MEDIA***
Personal Facebook Page: https://www.facebook.com/bdix004

Philippines Connection Facebook Page: https://www.facebook.com/BobbieDandLisaD/

Instagram at: https://Instagram.com/bobbiedinternet...

Follow us on Twitter at https://twitter.com/blacklifeinphil

Follow us on Google+ at https://plus.google.com/b/10298844021...

YouTube Channel: https://www.youtube.com/channel/UCPNB...

Business Youtube Channel: https://www.youtube.com/channel/UCGs6...

Website: Http://Lifeinphilbobbied.com

Website: Http://BobbieDInternetMarketing.com

Email List: Http://cika.pe/l/52461/12784/

 #lifeinthephilippinesablackperonsviewpoint

-~-~~-~~~-~~-~-
Please watch: ""A Real Man Has Nothing To Hide"" 
https://www.youtube.com/watch?v=D9tC3H_09aM
-~-~~-~~~-~~-~-",The Love Train Nation,"['AN AMERICAN EXPAT KILLED IN SILAY CITY PHILIPPINES', 'American Shot in Bar Silay City Negros Occidental', 'American shot dead in Silay City bar after refusing to buy two men beer', 'Family of American gunned down in Silay City bar appeal for help', 'Philippines American Expat Shot Dead After Refusing To Buy Beer', 'American Murdered In Philippines for Refusing to Buy Beer', 'foreigner murdered in the Philippines', 'Eric Hendrickson', ""LIVING IN THE Philippines a black person's viewpoint""]",en,2552,73,0,49,US,Foreigner speaks Filipino,Yes
xY6FZioxlgw,2019-03-11T20:12:49Z,UCgFP46yVT-GG4o1TgXn-04Q,Malaysia Warns Philippines Over China Debt | Mahathir Mohamad Warns Duterte about CCP Loans,"Malaysian Prime Minister #Mahathir Mohamad went to the Philippines to speak to Filipino President Rodrigo #Duterte and he has a stern warning about investment from #China and the South China Sea. Borrowing huge Chinese loans can lead to Debt Trap diplomacy, something that nailed Pakistan, Sri Lanka and Djibouti. Will the Philippines be next? 

YouTube demonetizes our channels! We need your support!!
https://www.patreon.com/ChinaUncensored

Make sure to share this video with your friends!
__
Subscribe for updates:
https://www.youtube.com/ChinaUncensored?sub_confirmation=1

__
Twitter: https://twitter.com/ChinaUncensored
Facebook: http://www.facebook.com/ChinaUncensored
Instagram: http://instagram.com/ChinaUncensored

or check out the China Unscripted Podcast!
http://chinaunscripted.libsyn.com/
__
© All Rights Reserved.

 trade economy ccp",China Uncensored,"['china', 'china uncensored', 'chris chappell', 'china uncensorship', 'politics', 'ccp', 'xi jinping', 'economy', 'us', 'trade', 'malaysia', 'mahathir mohamad', 'prime minister', 'najib razak', 'south east asia', 'kuala lumpur', 'south china sea', 'china news', 'philippines', 'filipino', 'the philippines', 'manila', 'president duterte', 'debt', 'sri lanka', 'philippine news', 'china debt trap', 'pakistan', 'abs-cbn philippines', 'china trade', 'trump china', 'international relations', 'china island building', 'south china sea dispute']",en,2016031,34068,0,10012,US,"Foreigner impressions of the Philippines,Foreigner speaks Filipino,Trying Philippines",Yes
