Video Id,Publish Date,Channel Id,Video Title,Video Description,Channel Title,Video Tags,Default Audio Language,Video Views,Video Likes,Favorite Count,Comment Count,Channel Country,Query,Caption Saved
kgG1oJiE5qs,2017-12-12T23:00:04Z,UCZ7Cxp6r5JMhpSrIETCXzdQ,"Camila Cabello - ""Havana"" Parody | Parties in Manila","▶Click here to SUBSCRIBE to my channel: https://goo.gl/PUd5Ez
▶Click here to SUBSCRIBE TO MY NEW DAILY VLOGS: https://goo.gl/81sjsp

Ever wonder what it's like to party in Manila, Philippines? Come check out Filipino partying culture and where we Filipinos party nowadays! Manila is a lively, awesome place with an amazing night life! With the Christmas season now in full effect, Filipinos everywhere are getting festive and of course partying and celebrating life! 

Lyrics, Directed, & Edited - Mikey Bustos
Executive Producer - RJ Garcia
DOP & Sound Engineer - Ton Uy
Assistant DOP - Christian Uy

Lyrics:

Manila, oh nana
I love to party with my friends in Manila.
Nothing compares to parties here in Manila.
The party's hot in Pilipinas
I'll show you how, come with us
Manila oh nana!

Tonight is the night to party it up, practice my pogi face,
So many places in Manila, party all night and day,
We Filipinos save our pera, it's time for us to play,
So in the house we take our first shots!

And so we always say ohhhh, 
Play songs on the gitara
And let's eat some pulutan,
And we take it like, 
Oohhhhh, we drink from the same baso, which goes around, hot shots shots shots shots

Manila oh nana!
So many ways to party here in Manila.
We Filipinos live to party and have fun.
It's time to party in Manila,
Mabuhay, Pilipinas
Manila oh nana!

Next it is time to ride a jeepney, I'm passing driver change,
To find a bar in Quezon City, the night is still early
Makati and Malate district, pulutan I'm hungry
Then Metrowalk popular with Tourists

And now we're gunna go oooooooohhhh party like we are conyos,
Classy Fort Bonifacio,
And then we party with Titossss
And Titas of Manila
With bands at Strumms, hot shot shot shot

Manila oh nana!
It feels so good to party here in Manila,
These hot shots taste like warm, candy cinnamon hearts,
Does Cinnamon mean that it's healthy,
Whatever, time to party,
Parties in Manila.

Oh, Balut! Yes, Kuya! I love Manila! I'll never leave! Nothing compares to celebrating life in Manila. Mabuhay ang Pilipinas!

Parties in Manila!
The next morning I'm fine and ready to get up.
Cuz I have work and it's already Tuesday na.
To make more money, cuz I'm gunna,
Party here in Manila,
Tonight again, oh yeah!

Featuring:
Arra Castro
Alain Morata
Cj Reyes

Special Thanks to:
Strumms
Reserve
R&J's Bulalohan

Check out my new music channel: http://www.youtube.com/mikeybustosmusic

For booking inquiries please email: bookings@mikeybustosvideos.com

To mail us stuff:
Attn: Ma. Ellsie Gumban
Unit 3F, First Metro Strata Building, 685 Nuevo De Febrero St, Mandaluyong City, Metro Manila, Philippines

Please follow me:
Facebook: https://www.facebook.com/mikeybustos
Twitter: http://www.twitter.com/mikeybustos
Instagram: http://www.instagram.com/mikey_bustos 
Website: http://www.mikeybustosvideos.com",Mikey Bustos,"['Mikey Bustos', 'Pinoy', 'Filipino', 'Philippines', 'Manila', 'Comedy', 'travel', 'lifestyle', 'food', 'music', 'nature', 'lol', 'pilipino', 'vlog', 'daily', 'vlogs', 'singing', 'speedos', 'party', 'partying', 'celebration', 'festive', 'bar', 'nightclub', 'makati', 'fort bonifacio', 'ortigas', 'mandaluyong', 'night life', 'christmas', 'holiday', 'night out', 'culture', 'parody', 'spoof']",en,701253,14185,0,991,CA,Love Filipino,Yes
wNoxFXUQqWc,2018-07-23T03:21:11Z,UColnnUYyz7CWjhzpF1kASnw,Bailey May VS Noah Urrea - Episode 7 - The Now United Show,"Now United performs a flashmob on main street in Tokyo where they meet thousands of fans in the Philippines and eat duck fetus for the first time. We also end the week with a huge surprise!

Follow NOW UNITED for more updates:
Instagram: http://www.instagram.com/nowunited
Facebook: http://www.facebook.com/NowUnited
Twitter: http://www.twitter.com/nowunitedmusic

NOW UNITED's official website:
https://www.nowunited.com/

#NowUnited #NowUnitedShow",NOW UNITED,"['Now United', 'Nowunited', 'New united', 'one united', 'now united episode', 'the now united show', 'bailey may', 'now united bailey may', 'summer in the city', 'now united members', 'now united show', 'we are now united', 'nowunited philippines', 'now united any', 'now united sina', 'josh beauchamp', 'noah urrea', 'now united', 'mame', 'diarra']",en,1881253,79880,0,1981,US,First time Philippines,Yes
k4VbpUl8U9I,2018-03-01T07:23:03Z,UCl7giZXLlLIAEKV-TVoBW7Q,"Tarsier Monkeys are the smallest in the World Bohol, Philippines","We were so excited to see these amazing little Tarsier Monkeys that we could have screamed, but if we screamed these little nocturnal creatures would get stressed.  When they get stressed they have been known to commit suicide, so we had to be very quiet.  Their brains are smaller than their eyes and they have the largest eyes (compared to the body size) of all mammals. Tarsiers are carnivorous animals and catch their prey by leaping from one branch to another.  As we walked through the park they were very hard to spot, the only way you really knew where one was was by looking for the crowds of people checking them out and snapping photos.  They are the cutest little creatures I have ever seen (besides kittens) they are nestled up and hugging the branches it was absolutley adorable.  They even look like they are smiling at you- gaaahhhhhhhhh let my heart be still!
We had a BLAST visiting these small wonders and it remains one of our highlights in the Philippines.  

💥CHECK THIS OUT💥
Launching a brand new course on How To Become a Full-Time Content Creator!
Teaching everything we have learned over the last 4 years!  Sign up to learn more!
https://creatorsstudio.trynsomethingnew.com/fulltimecontentcreator

🔥SUPPORT🔥
💕Join the TryNsomethingnew Crew💕 Watch never before seen footage, behind the scenes, top secret content, swag giveaways and more!
https://www.patreon.com/TryNsomethingnew
If Patreon isn't your thing: https://www.paypal.com/biz/fund?id=UUSPS34VS7ZN4

Instagram https://www.instagram.com/tryNsomethingnew
Facebook https://www.facebook.com/tryNsomethingnew
Website  www.trynsomethingnew.com 

Email: sandi@trynsomethingnew.com

Music licensed by Epidemic Sound

▶ Check out my gear on Kit: https://kit.co/trynsomethingnew

#tryNsomethingnew #TarsierMonkey #Bohol,Philippines",tryNsomethingnew,"['tarsier monkeys', 'tarsier monkey philippines', 'tarsier monkey bohol', 'cutest monkey', 'bohol philippines', 'philippines', 'family travel vlog', 'small monkeys', 'tarsier', 'trynsomethingnew', '#trynsomethingnew', 'bohol', 'try something new vlog', 'trynsomethingnew in bohol']",en-US,36443,1655,0,82,US,Trying Philippines,Yes
3sVrbsvXWQ0,2018-03-22T22:19:12Z,UCwmjQLxUeYS2qxpNH8cF0Rw,Taxi Scam is Real in the Philippines - Reacting To Hayley Dasovich Taxi Scam Vlog,"Click here to SUBSCRIBE to my channel: bit.ly/2JmVUgq
To see the whole taxi scam incident check the out the videos below:

Haley's Vlog on Taxi Scam
https://www.youtube.com/watch?v=84rn8P53uJY

Haley's reaction video on the taxi scam
https://www.youtube.com/watch?v=wg4NNW--yxg&t=154s


Taxi scams in the Philippines is nothing new. It has been around for numerous years, kinda likes how corruption is ever present there. This video is about me watching the news regarding the taxi scam incident in Manila that occurred last week as well as watching Haley's reaction video of the incident - putting my personal opinion and also sharing my experience as I traveled to the Philippines a couple of months ago.

Quick tip if you are travelling to the Philippines, research the destination of where you are going and make sure you equip yourself with a lot of information. Also use Uber or Grab (I mainly use Uber when I'm in the Philippines).

For example, I did a google search on Manila International Airport, I look at the website and click transportation taxi and this came up:

Scams

Manila Airport is wide famous for its scams regarding taxi services. It is wisely to take only the official, metered or pre-booked taxis. Given this fact, do not accept rides from people that approach you in the terminal – You may possibly be a victim of a scam.

In order to avoid scams, it is advisable to carry small bills, having your destination written down in a piece of paper and knowing the approximate fare of your trip to avoid being ripped off.

It is advisable to be special careful with the so-called Manila Concierges, which will ask you a tip for supposedly helping you hailing a taxi.


As you plan your trip, take the time to plan your public transport trips as well as your hotel stays. Find out about typical fares from the airport to your hotel, or from your hotel to the attractions you wish to visit. 

Check the web page here:
https://www.manila-airport.net/taxi.php

Stay safe and happy travels!

Thank you for watching! 

Follow Dennis Chua on Social Media:
https://twitter.com/TheDennisChua
https://instagram.com/dennis_chua_
https://www.facebook.com/TheDennisChua


---------Camera Used To Shoot This Video -------

Camera — http://ebay.to/2szXW9r
Lens — http://ebay.to/2C3CUEb
Tripod — http://ebay.to/2EKFvDL
Microphone — http://ebay.to/2ENs4Dq
Lighting — http://ebay.to/2zDrpOG
My Drone - http://bit.ly/2yn91fl
My gimbal - http://click.dji.com/AMkKVKnZSLCndDl-qHuC?pm=link

Check out my other gear - http://www.startmediagear.com

Music by David Cutter


About this video
Dennis Chua watches Hayley Dasovich Haley Dasovich taxi scam video and talks about the many taxi scams that are pretty common in the Philippines. Hayley was vlogging in the philippines when she was in the taxi and the taxi scam driver was exposed and the video went viral prompting a response from the authority to make necessary changes to the taxi industry in the philippines. Be very careful when riding a taxi and make sure that the meter is running alternatively you can always choose Uber or Grab car. Taxi scam tv patrol haley , taxi scam tv patrol , wil dasovich taxi scam , taxi scam Philippines , taxi scammer , taxi scam hayley dasovich , haley dasovich , taxi scam manila , taxi scam philippines taxi scam abs cbn , manila taxi scams , airport taxi scam philippines",BossD3nnis,"['taxi scam philippines', 'taxi scam hayley', 'taxi scam haley tv patrol', 'taxi scammer', 'taxi scams', 'taxi scam manila', 'taxi scam video', 'taxi driver scam', 'manila taxi scams', 'naia taxi scam', 'wil dasovich taxi scam', 'hayley dasovich taxi scam', 'dennis chua', 'taxi scam vlog', 'taxi scam manila airport', 'taxi scam haley dasovich', 'taxi scam haley', 'taxi scam reaction video', 'taxi scam manila international airport', 'taxi scam tv patrol haley dasovich', 'taxi scam tv patrol', 'taxi scam abs cbn']",en,276,4,0,10,AU,"First time Philippines,Foreigner tries Filipino food,Trying Philippines,Trying Philippines,Visit Philippines",Yes
2xLHVJNTjn4,2018-04-13T22:34:20Z,UCwmjQLxUeYS2qxpNH8cF0Rw,Crazy Toy Shopping in Greenhills Philippines Travel Vlog,"Click here to SUBSCRIBE to my channel: bit.ly/2JmVUgq

Toy shopping here is crazy! There are so many toys to choose from!

So my family and I went to Greenhills Shopping Center in the Philippines. You can probably spend  4 hours there. There are plenty of things to buy there ranging from toys, second hand goods, pearls, Jewellery, fake shoes, fake watches, cheap electronics, souvenirs, sea shells, t-shirts, shorts, bags, even collectibles. 

The whole Greenhills shopping center is like a combination of a multiple shopping malls (Virra Mall, Shoppesville, Theatre Mall) , Unimart (you can buy groceries here), food court and indoor/outdoor flea market or night market or bazaar. 
Be very careful as it can be quite crowded especially during the holidays where pretty all tourists goes there to buy stuff.

Generally what you can find is that the second floor has all electronics, phones, tablets, power banks, etc. and and they also do repairs if you bust your phone or tablet and need repairs.
 
Parking here is insane, even picking up people is insane. Best bet - Uber or Grab, very cheap, just get picked up a block away.

Remember to bring cash as you can haggle. You can find ATM machines though

You can use credit card on some shops although I will only use it on legit shops such as Toy Kingdom, Converse Store, Adidas, Nike etc..

This is probably one of the best shopping place to visit
If you are a shopoholic and like budget shopping, this is one place you must not miss.  From imitation bags, shoes, knick-knacks, clothes to the best freshwater and south sea pearls that you will find, its all available in this place.

Thank you for watching! 

Follow Dennis Chua on Social Media:
https://twitter.com/TheDennisChua
https://instagram.com/dennis_chua_
https://www.facebook.com/TheDennisChua


---------Camera Used To Shoot This Video -------

Camera — http://ebay.to/2szXW9r
Lens — http://ebay.to/2C3CUEb
Tripod — http://ebay.to/2EKFvDL
Microphone — http://ebay.to/2ENs4Dq
Lighting — http://ebay.to/2zDrpOG
My Drone - http://bit.ly/2yn91fl
My gimbal - http://click.dji.com/AMkKVKnZSLCndDl-qHuC?pm=link

Check out my other gear - http://www.startmediagear.com

Music by David Cutter

About this video
Dennis Chua goes to Greenhills Shopping Center in Manila, Philippines to do some crazy toy shopping there are plenty of things to buy in greenhills ranging from fake yeezys , spinners , rolex , watches but it is a good place to buy awesome action figures , toys , funko pop toys and electronic gadgets , mobile phones and video games. If you are in Manila do not hesitate to check out greenhills this is a place is a must visit to get buy quality items at a bargain price. greenhills shopping , crazy toy shopping philippines , greenhills fake , philippines vlog 2018 , greenhills shopping , toy shopping greenhills , toy store philippines , toy kingdom 2018 , funko pop toys manila , funko pop toys philippines , funko pop greenhills shopping philippines vlog , greenhills v mall , greenhills fake greenhills shopping center philippines toys anime shop philippines",BossD3nnis,"['toy shopping greenhills', 'greenhills shopping center philippines hypebeast', 'funko pop philippines', 'toy kingdom 2018', 'action figures for sale philippines', 'anime shop philippines', 'greenhills shopping philippines vlog', 'dennis chua', 'greenhills v mall', 'unimart greenhills', 'greenhills fake yeezys', 'greenhills toys', 'greenhills fake', 'philippines vlog 2018', 'greenhills manila', 'greenhills shopping', 'greenhills toy haul', 'shopping philippines vlog', 'greenhills shopping center philippines toys']",en,9254,61,0,25,AU,"Trying Philippines,Visit Philippines",Yes
79p57XNf8Os,2019-06-03T18:55:21Z,UCi62o_vqzI3hxMS-eDeAvYQ,University Life in Japan as Filipino | Foodstreet w Japanese Friend | Kanazawa Hyakumangoku |Vlog#02,"A Japanese friend/classmate TALKS ABOUT the festival and part-time jobs in Japan. I hope to upload more videos on my upcoming days in Japan as a foreigner student. Please subscribe to my channel for more videos. This channel is all about school life in Japan as Filipino. Onegaishimasu ""Please"". Arigatou Gozaimasu ""Thank you very much"". :) (subtitle/caption available on desktop)

Kanazawa Hyakumangoku Festival is held in commemoration of Lord Maeda Toshiie's entry into Kanazawa castle on 14th June, 1583 (Tensho 11) which laid the foundations of the present day Kanazawa. The main attraction of this Festival is a gorgeous and dazzling parade. (https://www.hot-ishikawa.jp/english/kanko/20069.html)

Social sites:
Twitter: https://twitter.com/GeneevaV
Instagram: https://www.instagram.com/gvillamor04/
Facebook: https://www.facebook.com/geneeva.villamor

Song: Ikson - Anywhere (Vlog No Copyright Music)
Music promoted by Vlog No Copyright Music.
Video Link: https://youtu.be/UY08PUqArZI",Geneeva Villamor,"['Kanazawa Hyakumangoku Festival', 'Kanazawa Festival', 'Japan Vlog', 'Japan Filipino Vlog', 'Japan Food Street', 'Japan', 'Life of Filipino in Japan', 'Filipino Student in Japan', 'filipino life in japan', 'Japan Festival', 'Japan Pinoy vlogs', 'Pinoy in Japan', 'Pinoy vlogs Japan', 'Street Food Japan', 'Streetfood Japan', 'Filipino japan vlog', 'filipino japan vlogs', 'Filipinos in Japan', 'school life in japan', 'japanese festival', 'filipino japanese', 'filipino student in japan vlog', 'filipino']",en,2913,135,0,58,JP,Foreigner tries Filipino food,Yes
jw7ykAwVGH0,2020-05-13T07:41:31Z,UCSlVq7Ox6piUTevMEAVXJJw,Kanada bereaksi terhadap Manila VS Jakarta 2020 | Canadian reacts to Manila VS Jakarta 2020,"To support with adding subtitles, please use the following link: http://www.youtube.com/timedtext_cs_panel?c=UCSlVq7Ox6piUTevMEAVXJJw&tab=2 

Link to video: https://www.youtube.com/watch?v=1wP11Ofg3dY

Please take a moment to check them out and follows us for updates and great giveaways.

Facebook: https://www.facebook.com/Mrhalalyt
Instagram: https://www.instagram.com/mrhalalyt

. 
.
.
.
.
.
.
.
.
.
#Reaction
#Manila
#Jakarta
#Indonesia
#Philippines
#Ramadan
#Canada
#Trending
#Saboor
#MrHalalFoodie
#MrhalalFoodieReacts
#BestReaction",MR Halal,"['Reaction Manila Vs Jakarta', 'Manila VS Jakarta reaction', 'Manila VS Jakarta', 'Philippines Vs Indonesia reaction', 'reaction Philippines Vs Indonesia', 'Philippines Vs Indonesia', 'Jakarta Vs Manila', 'Jakarta Vs Manila reaction', 'reaction Jakarta Vs Manila', 'Jakarta Indonesia', 'Manila Philippines', 'Manila reaction', 'Indonesia reaction', 'Jakarta reaction', 'Philippines reaction', 'reaction Philippines', 'reaction Indonesia', 'Indonesia', 'reaction video', 'Trending', 'Mr Halal Foodie', 'Reaction', 'video']",en-CA,14367,495,0,119,CA,React to Philippines,Yes
hyaQkvX-gOs,2022-09-16T09:59:04Z,UC_hN8xs99S6jnMdYCuJgoJA,MANILA FOOD TRIP! Must Try This Before Leaving The Philippines!,"✅BGC, ✅Mall of Asia, ✅Greenbelt, ✅Dolomite beach....I will visit all of them and more in this beautiful city in the Philippines called Manila!! Join me on this food trip in Manila and before arriving in this National Capital Region we will stop for breakfast and pulutan as well so please enjoy!!

⬇️ More videos you should check out ⬇️
⚡️ANAWANGING: https://www.youtube.com/watch?v=8a5t56My0BA&list=PLLihyfqrQKhrxe7nrCz_wse55VH5aWRUL&index=6
⚡️BAGUIO: https://www.youtube.com/watch?v=3_uuKHgD74c&list=PLLihyfqrQKhrj7JKhYEnghB48dpOEBdtM&index=2&t=660s
⚡️BOLINAO: https://www.youtube.com/watch?v=DFSCnqFBdYU&list=PLLihyfqrQKhrrfAnG-BfKg6bzUT5pWxMC&index=4

😮 I use Tubebuddy to grow my Youtube channel, if you want to do the same please check it out:
👉🏻 https://www.tubebuddy.com/PinoyPlanetFilipino

0:00 Breakfast on the way to Manila
0:41 How about this PULUTAN?
0:58 Arriving in Manila, capital of the Philippines!
1:25 Discovery Primea Ultra Luxury Hotel*****
2:31 Greenbelt shopping mall (with DINNER!)
3:49 Dolomite beach, my opinion...
4:42 Mall of Asia (MOA) / Food Hall Pa More!
7:30 BGC Bonifacio, Taguig (lovely DINNER!!)

@jessicaleeseul 
Hope you like my food trip ;)

I heard this might be the vloggers capital of the world, to live here must be like living in a dream lol. Very modern buildings and it sure has changed over the recent years for the good! It's so luxurious now! I find that compare to let's say Los Angeles this city has a lot more to offer! I'm trying Filipino food as well as other foods...

For this trip we needed the One Health Pass which is needed for most resorts and hotels however it is not needed for food halls and restaurants...

* this video is not sponsored in any way and is made completely on my own initiative.
** Pinoy Planet is part of some affiliate programs (Tubebuddy) in which the creator could get some extra revenue.",Pinoy Planet,"['manila food trip', 'food trip manila', 'manila food vlog', 'manila travel vlog 2022', 'foreigner in manila', 'travel philippines', 'filipino food', 'dolomite beach manila bay', 'bgc taguig', 'bonifacio global city', 'makati city philippines', 'mall of asia vlog', 'luxury hotel manila', 'filipino food trip', 'Pinoy planet vlog', 'travel philippines vlog', 'best food places in manila']",en,3816,398,0,40,NL,"Foreigner impressions of the Philippines,Trying Philippines",Yes
mEGowrcIw9E,2021-04-21T12:45:32Z,UCKie0svsFyBBsKaQIA4hx-w,A Day in the Life of an Expat in the Philippines | John Smulo,"Today, let's inspect how it's like living in the Philippines as an expat compared to living abroad while I grab coffee beans for Delish Deli from The Good Cup of Coffee Company.

📣 If you want to support me and my mission, please consider joining our channel membership. You'll get access to perks such as loyalty badges, custom emojis, priority replies, exclusive live videos, and more! Join here: https://www.youtube.com/channel/UCKie0svsFyBBsKaQIA4hx-w/join 👈

A lot of you sent me questions about when things would open up here. Maybe you're planning to go on a tour around the islands, or perhaps you are moving to the Philippines from USA.

To be honest, I've already given up any hope of guessing when things would open up again. But I'm looking forward to going on a trip back to California to visit family, friends, and clients or travel around the Philippines.

I've had this John Smulo channel for about six (6) months now, and I want to get to know who is watching the videos. If you haven't left a comment or reached out to me on Facebook yet, let me know where you're watching from and what you get most out of this channel in the comments below. 👇

Anyway, so what's life as an expat in the Philippines like?

I also experienced challenges regarding cultural differences, and it's something you'll have to adjust to.

For one, Filipinos reacted differently when the pandemic hit. They just wanted to make it through struggles in life, unlike in the US where we have the luxury to debate whether we should wear masks.

The cost of living here also depends on how you want to live here. But there's definitely something in the Philippines for every budget.

The noises are also a major thing to get used to here. You'll hear dogs barking, roosters crowing, and karaoke sessions late at night. So it's definitely something you should consider when picking out a place to live in.

Since I came here to start a business, my experience living as an expat from other expatriates who moved here to settle and retire can be quite different.

And speaking of work and work culture in the Philippines, check out the videos in these playlists to know more:

Day in the Life of an Entrepreneur
https://youtube.com/playlist?list=PLRpnNP5g_sYokfB4SP58rpcL1YfQtCkUC

Life in the Philippines
https://youtube.com/playlist?list=PLRpnNP5g_sYp8r2dOwxc3oXhTSWHN9k7q

How to Start a Business
https://youtube.com/playlist?list=PLRpnNP5g_sYreicD6AwhbWmZ0ThZNuomZ

As always, give us a like and share this video (and my channel) with your friends.

Don't forget to subscribe to our channel for more videos like this:
https://www.youtube.com/c/JohnSmuloTV?sub_confirmation=1

Follow us and get regular updates!
Facebook: https://www.facebook.com/JohnSmuloTV/
Instagram: https://www.instagram.com/johnsmulo/

#JohnSmulo #expatinthephilippines #lifeinthephilippines #cebuphilippines",American Entrepreneur in the Philippines,"['living as an expat', 'expats in the philippines', 'moving to the philippines from usa', 'cost of living in philippines', 'philippines vlog', 'cebu philippines', 'cebu city philippines', 'living in the philippines', 'cebu city', 'cebu', 'john smulo', 'philippines', 'expat philippines', 'expat in the philippines', 'foreigner in the philippines', 'expat', 'moving abroad', 'move abroad', 'expat living', 'expatriates', 'expat life', 'expat vlog', 'living abroad', 'the good cup coffee company', 'the good cup coffee', 'Delish Deli']",en-US,1720,74,0,69,US,Foreigner impressions of the Philippines,Yes
q7QzU8Q4ocE,2021-02-28T00:30:02Z,UCKie0svsFyBBsKaQIA4hx-w,Delish Deli Ingredient Hunt (Philippines Province Farms) | John Smulo,"Owning a restaurant in the Philippines is a lot of fun. But it also has its challenges. Trying to find quality ingredients is sometimes like trying to find gold at the end of a rainbow.

In this episode, we travel high up into the mountains in the Philippines provinces to see if we can find farms that will be reliable suppliers.

📣 If you want to support me and my mission, please consider joining our channel membership. You'll get access to perks such as loyalty badges, custom emojis, priority replies, exclusive live videos, and more! Join here: https://www.youtube.com/channel/UCKie0svsFyBBsKaQIA4hx-w/join 👈

If you like the ""Delish Deli Ingredient Hunt (Philippines Province Farms)"" video, subscribe to our channel. Click on the links below to see more videos from our YouTube channel.

01. New Restaurant Food Taste Testing and Appliance Unboxing (Delish Deli, Cebu City, Philippines)
 - https://youtu.be/KqiSI7eeRes

02. Are You Hungry? (Opening Delish Deli in the Philippines)
 - https://youtu.be/96hBmzfWF9s

03. Business Opening During Worldwide Pandemic | Delish Deli (Cebu City)
 - https://youtu.be/-dJMQq_nIIc

Don't forget to follow us on social media for regular updates!
Facebook: https://www.facebook.com/JohnSmuloTV/
Instagram: https://www.instagram.com/johnsmulo/

Subscribe to our channel here: https://www.youtube.com/c/JohnSmuloTV?sub_confirmation=1

If you like the ""Delish Deli Ingredient Hunt (Philippines Province Farms)"" video, please share it on social media.
-
-
-
-
-
#dayinthelifebusinessowner #delishdeli, #Cebu City, #Cebu, #Philippines",American Entrepreneur in the Philippines,"['john smulo', 'purple cow agency', 'delish deli', 'day in the life business owner', 'day in the life business', 'restaurant owner', 'farm to table', 'farming', 'philippines vlog', 'philippines travel', 'expat living in the farm philippines', 'expat country living in the philippines', 'province life', 'expats in the philippines', 'simple life in province', 'expats in the philippines youtube', 'philippine expats', 'life in the philippines', 'business owner day in the life', 'entrepreneur vlog']",en-US,334,53,0,48,US,Trying Philippines,Yes
