Video Id,Publish Date,Channel Id,Video Title,Video Description,Channel Title,Video Tags,Default Audio Language,Video Views,Video Likes,Favorite Count,Comment Count,Channel Country,Query,Caption Saved
9_7UvrHiy6k,2017-11-24T19:00:57Z,UCpko_-a4wgz2u_DgDgd9fqA,Strangers Try Building A Lego Set While Speaking Different Languages,"""I ask him one question, and he responds with 50,000 words. I don't understand!""

Check out more awesome videos at BuzzFeedVideo!
https://bit.ly/YTbuzzfeedvideo
https://bit.ly/YTbuzzfeedblue1
https://bit.ly/YTbuzzfeedviolet

GET MORE BUZZFEED:
https://www.buzzfeed.com
https://www.buzzfeed.com/videos
https://www.youtube.com/buzzfeedvideo
https://www.youtube.com/boldly
https://www.youtube.com/buzzfeedblue
https://www.youtube.com/buzzfeedviolet
https://www.youtube.com/perolike
https://www.youtube.com/ladylike

BuzzFeedVideo
BuzzFeed Motion Picture’s flagship channel. Sometimes funny, sometimes serious, always shareable. New videos posted daily!

Credits: https://www.buzzfeed.com/bfmp/videos/35325

MUSIC
SFX Provided By AudioBlocks
(https://www.audioblocks.com)
Family Gossip_fullmix
Licensed via Warner Chappell Production Music Inc.
Solve The Game_fullmix.aif
Licensed via Warner Chappell Production Music Inc.

STILLS
Queen Elizabeth II Attends The State Opening Of Parliament
WPA Pool / Pool/Getty Images
DUSAN VRANIC/AP
The American Kennel Club Reveals The Most Popular Dog Breeds Of 2016
Jamie McCarthy/Getty Images

VIDEO
Film Footage courtesy of Shutterstock, Inc.
Used by Permission


EXTERNAL CREDITS
Talent: Ian Cuizon
https://www.instagram.com/cuizonian/
+
Spanish Translator: Jorge Berrios
https://www.instagram.com/berrios305/
+
On Set Translator: Kimani Okearah
https://www.instagram.com/nbalensface/",BuzzFeedVideo,"['30 min', '30 minutes', 'Dominican Republic', 'KqOR', 'Latino', 'Philippines', 'brick', 'build', 'building', 'buzzfeed', 'buzzfeed video', 'buzzfeedvideo', 'challenge', 'culture', 'engineering', 'espanol', 'filipino', 'language', 'latina', 'latinx', 'lego', 'lego challenge', 'lego city', 'lego hulk', 'lego police', 'legos', 'multiculture', 'spanish', 'tagalog', 'thirty minutes', 'try', 'try video']",en,4085701,128278,0,12499,US,"American React Filipino,Japanese React Filipino,Korean React Filipino,React to Filipinos,React to PH,React to Philippines,React to Pinoy,Try Filipino Food,Trying Filipino Snacks,Trying Filipino,Trying PH,Trying Philippines",Yes
OGYASOBiU_E,2018-01-24T02:16:15Z,UCn1XB-jvmd9fXMzhiA6IR0w,Last Names,"Receive your own crate of awesome from Loot Crate at http://www.lootcrate.com/domics. Use code DOMICS to save 10% off any new Loot Crate subscription!!

If you're an animator, artist, gamer, or entertainer, then join us at Channel Frederator Network: https://frdr.us/Dom

Additional Animators:
Ehlboy: https://www.youtube.com/ehlboy
Jomm: https://twitter.com/FlashJomm
Shho: https://twitter.com/Shhotime

Original Music by Christopher Carlone
YT: https://www.youtube.com/carlonec
Twitter: Carlonecmusic
Website: http://www.christophercarlone.com/
Music of Domics, Vol. 1 (Music from the Animated Series)
https://itun.es/us/IXA7ib

Check out GG! Gaming Cafe 
https://www.gggaming.ca/

~Follow me!~
TWITTER: https://twitter.com/OmNomDomz
FACEBOOK: http://www.facebook.com/domics.me
INSTAGRAM: https://www.instagram.com/omnomdomz/",Domics,"['domics', 'animation', 'Last Names', 'surname', 'chinese', 'vietnamese', 'paul', 'smith', 'filipino', 'philippines', 'accent', 'pronunciation', 'lootcrate', 'lootanime', 'spongebob', '#1']",en-CA,12440466,423619,0,116302,CA,"American React Filipino,Top Filipino,Try Filipino Food,Trying Filipino Snacks,Trying Filipino,Trying PH",Yes
tYLFoUTJuGU,2018-04-20T12:22:53Z,UC2-_WWPT_124iN6jiym4fOw,Can Filipinos Speak Their Own Language? (Tagalog Challenge) | ASIAN BOSS,"If you consider yourself a true fan of Asian Boss, become a member of our community to join the cause: https://asianboss.io

The opinions expressed in this video are those of individual interviewees alone and do not reflect the views of ASIAN BOSS or the general Filipino population.

Special thanks to our reporter, Jeric ► https://www.youtube.com/channel/UCo4-foZaPa5hw8ljR2mrdkA

Marie's (HOST) Instagram ► 
https://www.instagram.com/bubicorn

Are you curious about real people's perspectives from Asia on various cultural and social issues? Subscribe to ASIAN BOSS for more fun and informative videos ► https://goo.gl/TRcSbE",Asian Boss,"['Asian boss', 'filipino', 'tagalog', 'taglish', 'language challenge']",en,2012869,50147,0,16035,KR,"American React Filipino,Foreigner impressions of the Philippines,Foreigner living in the Philippines,Foreigner React Filipino,Foreigner reacts to Filipinos,Foreigner speaks Filipino,Foreigner travels to Philippines,Foreigner vlog Philippines,Japanese React Filipino,Korean React Filipino,Love Filipino,React to Filipinos,React to PH,React to Philippines,React to Pinoy,Top Filipino,Top Philippines,Trying Filipino,Trying PH,Trying Philippines",Yes
mzQatvdmAEI,2018-04-06T12:28:21Z,UC2-_WWPT_124iN6jiym4fOw,Why Divorce Is Illegal In The Philippines | ASIAN BOSS,"The opinions expressed in this video are those of individual interviewees alone and do not reflect the views of ASIAN BOSS or the general Filipino population.

Follow ASIAN BOSS on Instagram ► 
https://www.instagram.com/asianbossmedia

Marie's (HOST) Instagram ► 
https://www.instagram.com/bubicorn

Send us a message via our Facebook page if you have any questions or topic suggestions ► https://www.facebook.com/asianboss

Are you curious about real people's perspectives from Asia on various cultural and social issues? Subscribe to ASIAN BOSS for more fun and informative videos ► https://goo.gl/TRcSbE",Asian Boss,"['Asian boss', 'philippines', 'filipino', 'divorce bill', 'duterte', 'asian news', 'what the Filipinos think of divorce law']",en,589160,14605,0,6704,KR,"American React Filipino,Foreigner living in the Philippines,Foreigner React Filipino,Foreigner reacts to Filipinos,Foreigner speaks Filipino,Foreigner travels to Philippines,Japanese React Filipino",Yes
K0FmdB8uGKA,2018-06-22T14:07:45Z,UC2-_WWPT_124iN6jiym4fOw,How Do Filipinos Feel About The US And China? | ASIAN BOSS,"We hit the streets of Manila, Philippines to find out how Filipinos feel about the US and China. The opinions expressed in this video are those of individual interviewees alone and do not reflect the views of ASIAN BOSS or the general Filipino population.

Special thanks to our reporter, Francesca, cameraman, Raymond (Luna Films) and project manager Cheryl. 

Marie (Host) on Instagram ► https://www.instagram.com/bubicorn

We believe that any ordinary person can deliver real news and commentary. Through our original and in-depth interviews of real people, we will challenge you - the global youth - to think critically and challenge various cultural and social issues.

Send us a message via our Facebook page if you have any questions or topic suggestions ► https://www.facebook.com/asianboss

Are you curious about real people's perspectives from Asia on various cultural and social issues? Subscribe to ASIAN BOSS for more fun and informative videos ► https://goo.gl/TRcSbE",Asian Boss,"['china', 'filipino', 'filipinos', 'south china sea', 'philippines', 'filipinos in the u.s.', 'news', 'manila', 'interview', 'asian boss']",en,136498,2775,0,2285,KR,"Foreigner impressions of the Philippines,Foreigner reacts to Filipinos,Foreigner speaks Filipino,Korean React Filipino,Korean React Filipino",Yes
2iPplpNHjTQ,2020-06-08T01:29:25Z,UC2-_WWPT_124iN6jiym4fOw,Why This Top Filipino Actress Cares About Social Issues (feat. Liza Soberano) | STAY CURIOUS #23,"Liza Soberano is one of the most famous actresses and a humanitarian who uses her massive platform to raise awareness on important social issues in the Philippines. We want to thank Liza for sharing her honest thoughts with us and inspiring other young people to be more compassionate.

Follow Liza on social media:
Instagram: https://www.instagram.com/lizasoberano
Twitter: https://twitter.com/lizasoberano

Download our community app, Mogao, to get the most authentic insight and perspectives from other intellectually-curious and socially-aware people from all over the world. Download our app:
App Store (iPhone): https://bit.ly/2wyascp
Play Store (Android): https://bit.ly/2UxJycD",Asian Boss,"['Liza', 'liza soberano', 'interview', 'zoom', 'in depth', 'social issue', 'abscbn', 'labankapamilya', 'laban', 'kapamilya', 'laban kapamilya', 'shutdown', 'covid19', 'update', 'celebrity', 'star', 'actress', 'beauty', 'beauty queen', 'talent', 'hollywood', 'fame', 'famous', 'a list', 'celeb', 'philippines', 'manila', 'ilocano', 'langauge', 'tagalog', 'america', 'states', 'mixed', 'mixed race', 'half filipino', 'hapa', 'eurasian', 'asian', 'beautiful girl', 'woman', 'news', 'influence', 'influencer', 'impact', 'take action', 'story', 'asian boss', 'stay curious']",en,219417,10038,0,1482,KR,Top Filipino,Yes
PVEeScXdSVU,2018-06-12T10:15:53Z,UC_DmOS_FBvO4H27U7X0OtRg,Philippines STRANGEST food! ETAG in Sagada | Travel Philippines Vlog,"I'm a huge fan of Filipino food. Street food in the Philippines is some of my favourite because a lot of it is so different interesting, and tasty. 
As a foreigner in the Philippines...Why go to a Filipino restaurant when you can get delicious Pinoy street food, and be eating Balut, Isaw, and other strange foods? Manila especially is great for this!

Just a few days before getting my Kalinga Tattoo from Whang Od in Buscalan we visited an Igorot village elder to get his permission to visit his ancestors at a hanging coffin site in Sagada. He was smoking a very important type of Igorot food called Etag. Etag is used in ceremonies in this part of the Philippines, I was interested in trying it because the traditional way of preserving it, invited maggots, beatles and all other sorts of insects into the process. 

I'm so happy I was able to spend such quality time with Lakay Wa-Ow, try on his ceremonial necklace, and also buy his Etag. 

I'm excited to share the second part at Amir's Birthday Party. Stay tuned!

Inspired by the Best ever food review show and their various interesting Filipino travel vlogs about foods like Catching and eating Wild Tamilok in Palawan.... Is this Philippines Strangest or Scariest Food? 

Where are my Filipino and Filipina subscribers at!? Would you try this?

https://www.patreon.com/fearlessandfar

----------------------------------------­­­--------------------------------------­-­-­---------------

ϟ LINKS TO GEAR HERE ϟ

☎ Say Hi Here ☎

✧ Instagram: http://www.instagram.com/fearlessandfar

✧ Tweetz: http://www.twitter.com/fearlessandfar

✧ Facebook Fanpage: http://www.facebook.com/fearlessandfar

----------------------------------------­­­--------------------------------------­-­-­---------------

Cameras
Sony a7s Cameras: http://geni.us/MyCamera
Sony RX100 V: http://geni.us/SonyRX1005
GoPro Hero 5: http://geni.us/GPHero5
My Flying Camera: http://geni.us/MavicFlyMore

Lenses
Sony 16-35mm f/4 : http://geni.us/Sony1635mm
Sony 90mm f/2.8 http://geni.us/Sony90mm
Sony 55mm f/1.8:  http://geni.us/Sony55mm
Rokinon 24mm f/1.4: http://geni.us/Rokinon24mm
Canon 70-300mm: http://geni.us/CanonZoomLens
Phone Fisheye + Macro Lenses: https://pixter.fr/#IN42

Camera Accessories
CPOL for Sony 16-35mm: http://geni.us/TiffenCPOL1
Variable ND for Sony 16-35mm: http://geni.us/TiffenVarND
RODE Videomic Pro: http://geni.us/RODEMic
RODE Dead Cat: http://geni.us/DeadCatVMP
My SD Cards: http://geni.us/SanDiskPRO
Zhinyu Crane Gimbal: http://geni.us/NewGimbal
PEAK Camera Clips: http://geni.us/PDClip
PEAK Lens Switching: http://geni.us/PDLensKit
PEAK Camera Strap: http://geni.us/PDStrap
PEAK Keeping Safe on Rainy Days: http://geni.us/PDRainShell
3 Legged Thing Tripod: http://geni.us/Tripod

Get a discount from PEAK DESIGN with my link: 
https://www.peakdesign.com?acc=721

----------------------------------------­­­--------------------------------------­-­-­---------------

♫ Music ♫

""Jungle Walking 2"" - Tomas Skyldeberg
""Exploring Marimba 8"" - Merlean
(http://www.epidemicsound.com)

----------------------------------------­­­--------------------------------------­-­-­---------------

✯ Experiences over Possessions ✯",Fearless & Far,"['filipino food', 'street food', 'philippines travel', 'etag', 'etag sagada', 'etag food', 'igorot', 'strangest', 'sagada', 'philippines', 'filipino', 'travel', 'manila', 'travel vlog', 'pinoy', 'philippines travel vlog', 'food', 'restaurant', 'best', 'delicious', 'tasty', 'vlog', 'philippines vlog', 'travel philippines', 'filipina', 'kalinga', 'foreigner in the philippines', 'palawan', 'vlogger', '2018', 'whang od', 'kalinga tattoo', 'best ever food review show', 'etag igorot food']",en,5899574,46727,0,7005,CA,"American React Filipino,First time Philippines,Foreigner living in the Philippines,Foreigner React Filipino,Foreigner reacts to Filipinos,Foreigner speaks Filipino,Foreigner travels to Philippines,Foreigner tries Filipino food,Foreigner vlog Philippines,React to Philippines,Top Filipino,Top Philippines,Try Filipino Food,Trying Filipino Snacks,Trying Filipino,Trying PH,Trying Philippines,Visit Filipino,Visit Philippines",Yes
7jDrzdX2Ucc,2018-11-13T08:00:00Z,UC3PVtkwtqwCD4LEPguBEADA,Approve ba ako sa anak at mama ni mister?🤔Mia Sandoval,"Approved ba ako sa anak at mama ni mister?🤔Mia Sandoval
Happy watching! ❤️😊
(Daghang salamat.)Thank you for watching! Please subscribe. :)
*NEW VLOGS EVERY OTHER DAY*

Other channel(ASMR): https://www.youtube.com/channel/UCeNDAEsgqhPvfs-FRiKwobA/featured?disable_polymer=1

About me: Hello palangga(my love),
My name is Mia, from Philippines. I am happily married and residing in UK with my husband. We are in an age gap relationship. I share the glimpse of my  LIFESTYLE,  BEAUTY, VLOGS, and randomness in this channel. 
-❗️""Relationship should be judged on maturity not the age difference""-Mia❤️
----------------------------------------------------------------------------------------------------------
Want to work at home? Click!
 https://www.prizerebel.com/index.php?r=ramem21
----------------------------------------------------------------------------------------------------------
Email: miasandoval0001@gmail.com
Instagram: https://www.instagram.com/miasandoval49/
Twitter: https://twitter.com/miasandoval49
Facebook: https://business.facebook.com/miasandoval49/
----------------------------------------------------------------------------------------------------------------
Editor & Equipment I used: iMovie | iPhone 6 plus & Canon G7x Mark ii
Lighting: Natural Lighting
---------------------------------------------------------------------------------------------------------------
DISCLAIMER: I DO NOT OWN THE MUSIC/SOUND IN MY VIDEOS. NO COPYRIGHT INFRINGEMENT INTENDED.

""You are beautiful and so much more""-Mia

#agegaprelationshp #filipinabritish #couple",Mia Sandoval,"['Approved ba ako sa anak at mama ni mister?🤔Mia Sandoval', 'Approved ba ako sa anak at mama ni mister?', 'Mia Sandoval', 'Approved ba ako', 'sa anak', 'mama ni mister', 'Approve', 'ba', 'ako', 'sa', 'anak', 'at', 'mama', 'ni', 'mister', 'sa mama', 'mia sandoval latest vlog', 'latest vlog', 'pinay', 'filipina', 'filipino', 'gold digger', 'reality', 'age gap love', 'british', 'husband', 'filipina wife', 'filipinobritish', 'mcqueens', 'christian merck grey', 'jamill tv', 'tagalog', 'english', 'england', 'united', 'kingdom', 'funny', 'comedy', 'prank']",tl,129236,0,0,209,GB,"Foreigner vlog Philippines,Trying Filipino Snacks",Yes
y-cb3qVBDb8,2018-07-13T07:00:04Z,UC3PVtkwtqwCD4LEPguBEADA,Filipina British Age Gap Couple: OUR UK SPOUSE VISA EXPERIENCE,"Filipina British Age Gap Couple: OUR UK SPOUSE VISA EXPERIENCE
UK WEBSITE: https://www.gov.uk/apply-uk-visa
Happy watching! ❤️😊
(Daghang salamat.)Thank you for watching! Please subscribe. :)


About me: Hello palangga(my love),
My name is Mia, from Philippines. I am happily married and residing in UK with my husband. We are in an age gap relationship. I share the glimpse of my  LIFESTYLE,  BEAUTY, VLOGS, and randomness in this channel. 
-❗️""Relationship should be judged on maturity not the age difference""-Mia
----------------------------------------------------------------------------------------------------------
Want to work at home? Click!
1. https://uk.toluna.com/referral/ramem21
2. https://www.prizerebel.com/index.php?r=ramem21
----------------------------------------------------------------------------------------------------------
Vlogging Camera - https://www.amazon.co.uk/Canon-PowerShot-Mark-Digital-Camera/dp/B01C2QISBC/ref=as_sl_pc_tf_til?tag=mia49-21&linkCode=w00&linkId=8479e5f6e38dabe5477af6cad2b57d25&creativeASIN=B01C2QISBC
---------------------------------------------------------------------------------------------------------Email: miasandoval0001@gmail.com
Instagram: https://www.instagram.com/miasandoval49/
Twitter: https://twitter.com/miasandoval49
Facebook: https://business.facebook.com/miasandoval49/
----------------------------------------------------------------------------------------------------------------
Editor & Equipment I used: iMovie | iPhone 6 plus & Canon G7x Mark ii
Lighting: Natural Lighting
---------------------------------------------------------------------------------------------------------------
DISCLAIMER: I DO NOT OWN THE MUSIC IN MY VIDEOS.

""You are beautiful and so much more""-Mia",Mia Sandoval,"['Filipina British', 'Age Gap Couple', 'Age Gap', 'Filipina British Age Gap Couple', 'Filipina', 'British', 'Age', 'Gap', 'age gap relationships', 'UK SPOUSE VISA EXPERIENCE', 'OUR UK SPOUSE VISA EXPERIENCE', 'Filipina British Age Gap Couple: OUR UK SPOUSE VISA EXPERIENCE', 'UK SPOUSE VISA', 'spouse visa uk', 'spouse visa experience', 'uk visa', 'how to apply uk spouse visa', 'ja mill', 'tlc 90 day fiance', 'anneclutzvlogs', 'spouse experience', 'spouse', 'visa']",tl,39429,0,0,255,GB,Trying Filipino Snacks,Yes
nTTnNqw1awg,2018-07-18T01:40:55Z,UColnnUYyz7CWjhzpF1kASnw,Now United - Meet Bailey May from the Philippines,"WE ARE NOW UNITED Episode 6 - Meet Bailey from the Philippines

Follow NOW UNITED for more updates:
Instagram: http://www.instagram.com/nowunited
Facebook: http://www.facebook.com/NowUnited
Twitter: http://www.twitter.com/nowunitedmusic",NOW UNITED,"['bailey may', 'now united', 'meet bailey', 'now united meet bailey', 'we are now united bailey', 'Bailona', 'Now united bailey may', 'one united', 'now united group', 'now united members', 'bailey may philippines', 'new united', 'nowunited', 'now united episode', 'summer in the city', 'now united songs', 'now united bailey']",en,1286814,61496,0,1527,US,"Love Filipino,Love Filipino,Trying Filipino",Yes
