Video Id,Publish Date,Channel Id,Video Title,Video Description,Channel Title,Video Tags,Default Audio Language,Video Views,Video Likes,Favorite Count,Comment Count,Channel Country,Query,Caption Saved
M0lKXfyJh-I,2019-05-31T03:40:39Z,UCZ7Cxp6r5JMhpSrIETCXzdQ,If FREDDIE MERCURY Were FILIPINO (QUEEN Parody),"▶Click here to SUBSCRIBE to my channel: https://goo.gl/PUd5Ez

Ever wonder what it would be like if the great #FreddieMercury from Queen were #Filipino? I feel it would be something like this. Hope you guys enjoy this #Parody of one of my favourite artists and band of all time!

Directed & Lyrics by Mikey Bustos
Executive Producer RJ Garcia
DOP & Video Editor Ton Uy of Ton Visuals
Assistant DOP Kaye Pascual
Music Engineered by Ton and Chester Uy at Sumata Sounds
Freddie Costume by Connie Valera of Likhain Productions
Production Assistant Elsie Gusto

For booking inquiries please email: bookings@mikeybustosvideos.com

To mail us stuff:
Attn: Ma. Ellsie Gumban
Unit 3F, First Metro Strata Building, 685 Nuevo De Febrero St, Mandaluyong City, Metro Manila, Philippines

Please follow me:
Facebook: https://www.facebook.com/mikeybustos
Twitter: http://www.twitter.com/mikeybustos
Instagram: http://www.instagram.com/mikey_bustos 
Website: http://www.mikeybustosvideos.com",Mikey Bustos,"['Mikey Bustos', 'Pinoy', 'Filipino', 'Philippines', 'Manila', 'Comedy', 'food', 'music', 'lol', 'pilipino', 'freddie mercury', 'queen', 'bohemian rhapsody', 'parody', 'mashup', 'jeepney']",en,4696159,154513,0,8997,CA,"American React Filipino,Korean React Filipino,Love Filipino,React to Filipinos,React to PH,React to Philippines,React to Pinoy,Try Filipino Food",Yes
LB20skQI1_k,2021-10-21T09:30:48Z,UCZ7Cxp6r5JMhpSrIETCXzdQ,If BRITNEY SPEARS Was FILIPINO (PARODY MEDLEY),"If Britney Spears was Filipino, her songs would probably go like this. Hope you enjoy my new parody! I am and always will be a hardcore Britney Fan! Mabuhay! #FreeBritney

▶Click here to SUBSCRIBE to my channel: https://goo.gl/PUd5Ez
▶Click here to SUBSCRIBE TO MY NEW DAILY VLOGS: https://goo.gl/81sjsp

For booking inquiries please email: bookings@mikeybustosvideos.com

Please follow me:
Facebook: https://www.facebook.com/mikeybustos
Twitter: http://www.twitter.com/mikeybustos
Instagram: http://www.instagram.com/mikey_bustos",Mikey Bustos,"['Mikey Bustos', 'Pinoy', 'Filipino', 'Philippines', 'Manila', 'Comedy', 'travel', 'lifestyle', 'food', 'music', 'lol', 'pilipino', 'singing', 'britney spears', 'freebritney', 'parody', 'cultures']",en,312769,12650,0,1032,CA,Love Filipino,Yes
mTCgnJCyz2Q,2017-04-13T14:00:03Z,UCRzPUBhXUZHclB7B5bURFXw,Why Jollibee's Fast Food has Americans Waiting in Insane Lines — Cult Following,"In our premiere episode of Eater's new series, Cult Following, Serena Dai explores Jollibee's in Woodside, Queens. Joined by Dale Talde, Dai finds out why lines and lines of people wait in line for an item called, ""Chicken Joy"".


Eater is the one-stop-shop for food and restaurant obsessives across the country. With features, explainers, animations, recipes, and more — it’s the most indulgent food content around. So get hungry.

Subscribe to our YouTube Channel now! http://goo.gl/hGwtF0
Our Video Crew: https://www.eater.com/pages/masthead-video",Eater,"['jollibee', 'jollibees', 'dale talde', 'talde', 'top chef talde', 'chicken joy', 'filipino food', 'filipino fast food', 'fast food', 'asian fast food', 'the best fast food', 'queens', 'filipinos', 'spam', 'eater', 'cult following', 'review', 'sliders', 'asian food', 'filipino', 'philippines', 'vox', 'tasty', 'buzzfeed']",en,818324,8769,0,1323,US,"American React Filipino,Top Filipino,Try Filipino Food,Trying Filipino",Yes
yOw0sYXvbIc,2018-05-09T14:26:28Z,UCRzPUBhXUZHclB7B5bURFXw,The Amazing Filipino Restaurant Right Near The Vatican — Dining on a Dime,"On today’s episode of Dining on a Dime: Rome, host Lucas Peterson heads to Neighborhood Restaurant in Rome for some Filipino food. 

— — — — — — — — — — — — — — — — — — — — — — — 

Eater is the one-stop-shop for food and restaurant obsessives across the country. With features, explainers, animations, recipes, and more — it’s the most indulgent food content around. So get hungry.

Subscribe to our YouTube Channel now! http://goo.gl/hGwtF0
Our Video Crew: https://www.eater.com/pages/masthead-video",Eater,"['filipino food', 'sisig', 'filipino rome', 'filipino', 'eater', 'eater.com', 'food', 'foodie', 'dining', 'dish', 'restaurant', 'restaurants', 'review', 'news', 'munchies', 'food porn', 'crispy pork pata', 'pork pata', 'crispy pata', 'the vatican', 'dining on a dime', 'dining on a dime rome', 'rome', 'lucas peterson', 'pata', 'pata dish', 'pata filipino', 'filipino pork', 'filipino vatican']",en,533833,9254,0,614,US,"Foreigner reacts to Filipinos,Foreigner travels to Philippines,Try Filipino Food,Trying Filipino,Visit Filipino",Yes
_xuMLlPPhtc,2018-08-29T15:00:05Z,UCRzPUBhXUZHclB7B5bURFXw,Bad Saint Is the Most Popular Filipino Restaurant in America — Halo Halo,"Welcome back to Halo Halo! In this episode, Francesca is in Washington, DC at Bad Saint.

Eater is the one-stop-shop for food and restaurant obsessives across the country. With features, explainers, animations, recipes, and more — it’s the most indulgent food content around. So get hungry.

Subscribe to our YouTube Channel now! http://goo.gl/hGwtF0 Our video crew: https://www.eater.com/pages/masthead-video",Eater,"['filipino', 'filipino food', 'filipino restaurant', 'bad saint', 'bad saint dc', 'halo halo', 'philippines', 'eater', 'eater.com', 'food', 'restaurant', 'dining', 'dish', 'foodie', 'chef', 'food show', 'pinoy', 'manila', 'restaurants', 'manila street food', 'philippines food', 'street food', 'pork adobo', 'how to cook adobo', 'chicken adobo recipe']",en,602649,10519,0,735,US,"Foreigner reacts to Filipinos,Foreigner speaks Filipino,Try Filipino Food,Visit Filipino",Yes
Uhck2wAnabo,2018-09-12T14:00:08Z,UCRzPUBhXUZHclB7B5bURFXw,"Francesca Finds Filipino Lechon in Wilmington, Delaware — Halo Halo","On today's episode of Halo Halo, Fran brought her mom along to check out Philippine Smoked BBQ & Grill and chat with the owners about being one of the only Filipino restaurants around and try out their lechon.

Eater is the one-stop-shop for food and restaurant obsessives across the country. With features, explainers, animations, recipes, and more — it’s the most indulgent food content around. So get hungry.

Subscribe to our YouTube Channel now! http://goo.gl/hGwtF0",Eater,"['barbecue', 'filipino', 'filipino barbecue', 'filipino bbq', 'bbq', 'philippines food', 'philippines', 'lechon', 'filipino food', 'food', 'filipino street food', 'the philippines', 'philippines street food', 'barbeque', 'travel', 'manila street food', 'philippines vlog', 'street food philippines', 'travel vlog', 'philippines travel vlog', 'eater', 'eater.com', 'restaurant', 'dining', 'dish', 'foodie', 'chef', 'food show', 'philippines travel', 'manila', 'pork adobo']",en,857592,10467,0,956,US,"Foreigner reacts to Filipinos,Foreigner speaks Filipino,Foreigner travels to Philippines,Foreigner tries Filipino food,Try Filipino Food,Trying Filipino",Yes
hh2IkTHssl8,2018-09-19T14:00:04Z,UCRzPUBhXUZHclB7B5bURFXw,Chef Ellie Tiglao Is Bringing Filipino Food to Boston — Halo Halo,"On today's episode of Halo Halo, Francesca is meeting up with Ellie Tiglao, a Filipina-American who came to Boston to work in neuroscience but quickly realized that her true passion was in sharing her culture through Filipino pop-up dinners.

Eater is the one-stop-shop for food and restaurant obsessives across the country. With features, explainers, animations, recipes, and more — it’s the most indulgent food content around. So get hungry.

Subscribe to our YouTube Channel now! http://goo.gl/hGwtF0",Eater,"['filipino', 'filipino food', 'boston food', 'best filipino food', 'neuroscientist', 'halo halo', 'Francesca manto', 'philippines', 'philippines food', 'filipino street food', 'manila', 'manila street food', 'pinoy food', 'travel vlog', 'best filipino street food', 'foodie', 'travel', 'street food philippines', 'philippines street food', 'eater', 'eater.com', 'food', 'restaurant', 'dining', 'dish', 'chef', 'food show', 'halo halo eater']",en,202673,4114,0,394,US,"Foreigner reacts to Filipinos,Try Filipino Food,Trying Filipino",Yes
7DkmB-btFfY,2019-03-11T14:00:00Z,UCRzPUBhXUZHclB7B5bURFXw,Seattle’s Pike Place Fish Market Has a Legendary Filipino Food Stall — Halo Halo,"On this week's episode of Halo Halo, Francesca tries salmon sinigang in a grocery/eatery that uses fresh fish from across the street at Pike Place Market. 

For more episodes of Halo Halo, click here: https://bit.ly/2EXTIwH

Eater is the one-stop-shop for food and restaurant obsessives across the country. With features, explainers, animations, recipes, and more — it’s the most indulgent food content around. So get hungry.

Subscribe to our YouTube Channel now! http://goo.gl/hGwtF0",Eater,"['eater', 'eater.com', 'food', 'restaurant', 'dining', 'dish', 'foodie', 'chef', 'foodshow', 'sinigang', 'filipino food', 'pike place market', 'salmon sinigang', 'halo halo', 'food show', 'filipino']",en,274667,6566,0,465,US,"Foreigner speaks Filipino,Try Filipino Food,Trying Filipino,Visit Filipino",Yes
_eeqXw2u67c,2019-03-20T14:00:03Z,UCRzPUBhXUZHclB7B5bURFXw,Why LA Is the Best Place to Eat Filipino Food in America — Halo Halo,"Francesca tries shrimp and uni lumpia and a Filipino sausage burger at Ma'am Sir in Los Angeles, and discusses why it's the most exciting city for Filipino food with chef Charles Olalia. 

Eater is the one-stop-shop for food and restaurant obsessives across the country. With features, explainers, animations, recipes, and more — it’s the most indulgent food content around. So get hungry.

Subscribe to our YouTube Channel now! http://goo.gl/hGwtF0",Eater,"['eater', 'eater.com', 'food', 'restaurant', 'dining', 'dish', 'foodie', 'chef', 'foodshow', 'halo halo', 'lumpia', 'uni', 'shrimp lumpia', 'filipino burger', 'Los Angeles burgers', 'LA', 'LA food', ""Ma'am Sir"", 'longganisa burger', 'Filipino food', 'Charles Olalia', 'Best Filipino restaurans in LA', 'shrimp']",en,248848,6663,0,409,US,"Love Filipino,Top Filipino,Try Filipino Food",Yes
G_4kOyEUek8,2020-09-26T14:00:06Z,UCRzPUBhXUZHclB7B5bURFXw,How Chef Wesley Altuna's Filipino Delivery Restaurant Is Taking Over Toronto — The Experts,"After being laid off from his job at an advertising agency, Wesley Altuna started selling Filipino food over Instagram. His project, called Bawang, exploded, and now he’s hand-delivering over 25 orders of beef mechado, pork adobo, sweet chili chicken wings, and deep-fried lechon a day to the city’s eager residents. 

Credits:
Producer/Director: Daniel Geneen
Camera: Andrew Budziak, Ryan Morgan
Editor: Daniel Geneen

Executive Producer: Stephen Pelletteri
Development Producer: McGraw Wolfman
Coordinating Producer: Stefania Orrù
Audience Engagement: Daniel Geneen, Terri Ciccone 
---------------------------------------------------------------------------------------------------------
For more episodes of ‘First Person,’ click here: https://trib.al/wFRJwUv

Eater is the go-to resource for food and restaurant obsessives with hundreds of episodes and new series, featuring exclusive access to dining around the world, rich culture, immersive experiences, and authoritative experts. Binge it, watch it, crave it. 

Subscribe to our YouTube Channel now! http://goo.gl/hGwtF0",Eater,"['Filipino food', 'best Filipino food', 'best Filipino chef', 'Filipino chef', 'Filipino food Toronto', 'best Filipino food Toronto', 'beef mechado', 'pork adobo', 'adobo', 'chicken wings', 'sweet chili chicken wings', 'Filipino chicken wings', 'lechon', 'fried lechon', 'deep-fried lechon', 'food business', 'starting a food business', 'best food Toronto', 'Toronto restaurants', 'Toronto food', 'how to make Filipino food', 'wesley altuna', 'bawang', 'eater', 'eater.com', 'food', 'restaurant', 'dining', 'dish', 'foodie', 'chef', 'food show']",en-US,4126249,86386,0,4685,US,"Love Filipino,Top Filipino,Try Filipino Food,Visit Filipino",Yes
